Date,Day of Week,Weekday / Saturday / Sunday,Holiday,Mode,Entries Or Boardings
2/23/2023 12:00:00 AM,Thu,Weekday,No,Bus,329713
2/22/2023 12:00:00 AM,Wed,Weekday,No,Rail,327358
2/22/2023 12:00:00 AM,Wed,Weekday,No,Bus,305372
2/21/2023 12:00:00 AM,Tue,Weekday,No,Rail,331110
2/21/2023 12:00:00 AM,Tue,Weekday,No,Bus,312574
2/20/2023 12:00:00 AM,Mon,Weekday,Yes,Rail,190392
2/20/2023 12:00:00 AM,Mon,Weekday,Yes,Bus,208117
2/19/2023 12:00:00 AM,Sun,Sunday,No,Rail,179299
2/19/2023 12:00:00 AM,Sun,Sunday,No,Bus,163945
2/18/2023 12:00:00 AM,Sat,Saturday,No,Rail,213509
2/18/2023 12:00:00 AM,Sat,Saturday,No,Bus,197656
2/17/2023 12:00:00 AM,Fri,Weekday,No,Rail,270070
2/17/2023 12:00:00 AM,Fri,Weekday,No,Bus,297660
2/16/2023 12:00:00 AM,Thu,Weekday,No,Rail,331006
2/16/2023 12:00:00 AM,Thu,Weekday,No,Bus,324529
2/15/2023 12:00:00 AM,Wed,Weekday,No,Rail,343924
2/15/2023 12:00:00 AM,Wed,Weekday,No,Bus,343952
2/14/2023 12:00:00 AM,Tue,Weekday,No,Rail,347735
2/14/2023 12:00:00 AM,Tue,Weekday,No,Bus,353330
2/13/2023 12:00:00 AM,Mon,Weekday,No,Rail,279457
2/13/2023 12:00:00 AM,Mon,Weekday,No,Bus,322781
2/12/2023 12:00:00 AM,Sun,Sunday,No,Rail,123109
2/12/2023 12:00:00 AM,Sun,Sunday,No,Bus,132822
2/11/2023 12:00:00 AM,Sat,Saturday,No,Rail,200249
2/11/2023 12:00:00 AM,Sat,Saturday,No,Bus,195930
2/10/2023 12:00:00 AM,Fri,Weekday,No,Rail,289912
2/10/2023 12:00:00 AM,Fri,Weekday,No,Bus,328660
2/9/2023 12:00:00 AM,Thu,Weekday,No,Rail,329205
2/9/2023 12:00:00 AM,Thu,Weekday,No,Bus,349791
2/8/2023 12:00:00 AM,Wed,Weekday,No,Rail,348935
2/8/2023 12:00:00 AM,Wed,Weekday,No,Bus,353898
2/7/2023 12:00:00 AM,Tue,Weekday,No,Rail,335155
2/7/2023 12:00:00 AM,Tue,Weekday,No,Bus,345336
2/6/2023 12:00:00 AM,Mon,Weekday,No,Rail,282741
2/6/2023 12:00:00 AM,Mon,Weekday,No,Bus,330550
2/5/2023 12:00:00 AM,Sun,Sunday,No,Rail,130986
2/5/2023 12:00:00 AM,Sun,Sunday,No,Bus,156133
2/4/2023 12:00:00 AM,Sat,Saturday,No,Rail,162348
2/4/2023 12:00:00 AM,Sat,Saturday,No,Bus,171127
2/3/2023 12:00:00 AM,Fri,Weekday,No,Rail,268528
2/3/2023 12:00:00 AM,Fri,Weekday,No,Bus,298321
2/2/2023 12:00:00 AM,Thu,Weekday,No,Rail,317311
2/2/2023 12:00:00 AM,Thu,Weekday,No,Bus,335001
2/1/2023 12:00:00 AM,Wed,Weekday,No,Rail,288947
2/1/2023 12:00:00 AM,Wed,Weekday,No,Bus,343291
1/31/2023 12:00:00 AM,Tue,Weekday,No,Rail,325179
1/31/2023 12:00:00 AM,Tue,Weekday,No,Bus,309083
1/30/2023 12:00:00 AM,Mon,Weekday,No,Rail,282198
1/30/2023 12:00:00 AM,Mon,Weekday,No,Bus,322866
1/29/2023 12:00:00 AM,Sun,Sunday,No,Rail,137644
1/29/2023 12:00:00 AM,Sun,Sunday,No,Bus,147940
1/28/2023 12:00:00 AM,Sat,Saturday,No,Rail,215035
1/28/2023 12:00:00 AM,Sat,Saturday,No,Bus,193084
1/27/2023 12:00:00 AM,Fri,Weekday,No,Rail,295165
1/27/2023 12:00:00 AM,Fri,Weekday,No,Bus,307786
1/26/2023 12:00:00 AM,Thu,Weekday,No,Rail,344369
1/26/2023 12:00:00 AM,Thu,Weekday,No,Bus,322729
1/25/2023 12:00:00 AM,Wed,Weekday,No,Rail,314702
1/25/2023 12:00:00 AM,Wed,Weekday,No,Bus,271095
1/24/2023 12:00:00 AM,Tue,Weekday,No,Rail,341466
1/24/2023 12:00:00 AM,Tue,Weekday,No,Bus,328520
1/23/2023 12:00:00 AM,Mon,Weekday,No,Rail,277400
1/23/2023 12:00:00 AM,Mon,Weekday,No,Bus,304469
1/22/2023 12:00:00 AM,Sun,Sunday,No,Rail,140424
1/22/2023 12:00:00 AM,Sun,Sunday,No,Bus,139507
1/21/2023 12:00:00 AM,Sat,Saturday,No,Rail,207780
1/21/2023 12:00:00 AM,Sat,Saturday,No,Bus,181796
1/20/2023 12:00:00 AM,Fri,Weekday,No,Rail,315770
1/20/2023 12:00:00 AM,Fri,Weekday,No,Bus,312985
1/19/2023 12:00:00 AM,Thu,Weekday,No,Rail,326787
1/19/2023 12:00:00 AM,Thu,Weekday,No,Bus,304218
1/18/2023 12:00:00 AM,Wed,Weekday,No,Rail,337115
1/18/2023 12:00:00 AM,Wed,Weekday,No,Bus,334446
1/17/2023 12:00:00 AM,Tue,Weekday,No,Rail,325318
1/17/2023 12:00:00 AM,Tue,Weekday,No,Bus,316475
1/16/2023 12:00:00 AM,Mon,Weekday,Yes,Rail,172218
1/16/2023 12:00:00 AM,Mon,Weekday,Yes,Bus,183042
1/15/2023 12:00:00 AM,Sun,Sunday,No,Rail,148900
1/15/2023 12:00:00 AM,Sun,Sunday,No,Bus,148055
1/14/2023 12:00:00 AM,Sat,Saturday,No,Rail,182819
1/14/2023 12:00:00 AM,Sat,Saturday,No,Bus,162858
1/13/2023 12:00:00 AM,Fri,Weekday,No,Rail,277632
1/13/2023 12:00:00 AM,Fri,Weekday,No,Bus,295171
1/12/2023 12:00:00 AM,Thu,Weekday,No,Rail,311132
1/12/2023 12:00:00 AM,Thu,Weekday,No,Bus,306287
1/11/2023 12:00:00 AM,Wed,Weekday,No,Rail,331575
1/11/2023 12:00:00 AM,Wed,Weekday,No,Bus,314350
1/10/2023 12:00:00 AM,Tue,Weekday,No,Rail,323040
1/10/2023 12:00:00 AM,Tue,Weekday,No,Bus,315275
1/9/2023 12:00:00 AM,Mon,Weekday,No,Rail,277672
1/9/2023 12:00:00 AM,Mon,Weekday,No,Bus,309746
1/8/2023 12:00:00 AM,Sun,Sunday,No,Rail,136489
1/8/2023 12:00:00 AM,Sun,Sunday,No,Bus,144820
1/7/2023 12:00:00 AM,Sat,Saturday,No,Rail,172669
1/7/2023 12:00:00 AM,Sat,Saturday,No,Bus,180281
1/6/2023 12:00:00 AM,Fri,Weekday,No,Rail,265118
1/6/2023 12:00:00 AM,Fri,Weekday,No,Bus,298207
1/5/2023 12:00:00 AM,Thu,Weekday,No,Rail,290734
1/5/2023 12:00:00 AM,Thu,Weekday,No,Bus,308359
1/4/2023 12:00:00 AM,Wed,Weekday,No,Rail,288843
1/4/2023 12:00:00 AM,Wed,Weekday,No,Bus,300963
1/3/2023 12:00:00 AM,Tue,Weekday,No,Rail,284592
1/3/2023 12:00:00 AM,Tue,Weekday,No,Bus,299618
1/2/2023 12:00:00 AM,Mon,Weekday,Yes,Rail,135062
1/2/2023 12:00:00 AM,Mon,Weekday,Yes,Bus,174518
1/1/2023 12:00:00 AM,Sun,Sunday,No,Rail,115784
1/1/2023 12:00:00 AM,Sun,Sunday,No,Bus,130970
12/31/2022 12:00:00 AM,Sat,Saturday,No,Rail,102299
12/31/2022 12:00:00 AM,Sat,Saturday,No,Bus,165917
12/30/2022 12:00:00 AM,Fri,Weekday,No,Rail,197637
12/30/2022 12:00:00 AM,Fri,Weekday,No,Bus,248721
12/29/2022 12:00:00 AM,Thu,Weekday,No,Rail,208550
12/29/2022 12:00:00 AM,Thu,Weekday,No,Bus,235425
12/28/2022 12:00:00 AM,Wed,Weekday,No,Rail,198006
12/28/2022 12:00:00 AM,Wed,Weekday,No,Bus,225836
12/27/2022 12:00:00 AM,Tue,Weekday,No,Rail,178332
12/27/2022 12:00:00 AM,Tue,Weekday,No,Bus,224476
12/26/2022 12:00:00 AM,Mon,Weekday,Yes,Rail,96557
12/26/2022 12:00:00 AM,Mon,Weekday,Yes,Bus,145679
12/25/2022 12:00:00 AM,Sun,Sunday,No,Rail,35079
12/25/2022 12:00:00 AM,Sun,Sunday,No,Bus,77115
12/24/2022 12:00:00 AM,Sat,Saturday,No,Rail,60314
12/24/2022 12:00:00 AM,Sat,Saturday,No,Bus,122623
12/23/2022 12:00:00 AM,Fri,Weekday,No,Rail,138643
12/23/2022 12:00:00 AM,Fri,Weekday,No,Bus,188045
12/22/2022 12:00:00 AM,Thu,Weekday,No,Rail,167908
12/22/2022 12:00:00 AM,Thu,Weekday,No,Bus,231545
12/21/2022 12:00:00 AM,Wed,Weekday,No,Rail,234092
12/21/2022 12:00:00 AM,Wed,Weekday,No,Bus,287754
12/20/2022 12:00:00 AM,Tue,Weekday,No,Rail,245255
12/20/2022 12:00:00 AM,Tue,Weekday,No,Bus,289477
12/19/2022 12:00:00 AM,Mon,Weekday,No,Rail,231398
12/19/2022 12:00:00 AM,Mon,Weekday,No,Bus,287306
12/18/2022 12:00:00 AM,Sun,Sunday,No,Rail,120162
12/18/2022 12:00:00 AM,Sun,Sunday,No,Bus,153379
12/17/2022 12:00:00 AM,Sat,Saturday,No,Rail,194567
12/17/2022 12:00:00 AM,Sat,Saturday,No,Bus,203796
12/16/2022 12:00:00 AM,Fri,Weekday,No,Rail,258616
12/16/2022 12:00:00 AM,Fri,Weekday,No,Bus,306692
12/15/2022 12:00:00 AM,Thu,Weekday,No,Rail,241618
12/15/2022 12:00:00 AM,Thu,Weekday,No,Bus,234995
12/14/2022 12:00:00 AM,Wed,Weekday,No,Rail,301859
12/14/2022 12:00:00 AM,Wed,Weekday,No,Bus,307573
12/13/2022 12:00:00 AM,Tue,Weekday,No,Rail,304229
12/13/2022 12:00:00 AM,Tue,Weekday,No,Bus,313441
12/12/2022 12:00:00 AM,Mon,Weekday,No,Rail,248255
12/12/2022 12:00:00 AM,Mon,Weekday,No,Bus,302590
12/11/2022 12:00:00 AM,Sun,Sunday,No,Rail,119002
12/11/2022 12:00:00 AM,Sun,Sunday,No,Bus,156058
12/10/2022 12:00:00 AM,Sat,Saturday,No,Rail,183477
12/10/2022 12:00:00 AM,Sat,Saturday,No,Bus,196584
12/9/2022 12:00:00 AM,Fri,Weekday,No,Rail,269500
12/9/2022 12:00:00 AM,Fri,Weekday,No,Bus,315181
12/8/2022 12:00:00 AM,Thu,Weekday,No,Rail,297571
12/8/2022 12:00:00 AM,Thu,Weekday,No,Bus,326680
12/7/2022 12:00:00 AM,Wed,Weekday,No,Rail,300747
12/7/2022 12:00:00 AM,Wed,Weekday,No,Bus,319314
12/6/2022 12:00:00 AM,Tue,Weekday,No,Rail,291251
12/6/2022 12:00:00 AM,Tue,Weekday,No,Bus,302810
12/5/2022 12:00:00 AM,Mon,Weekday,No,Rail,248166
12/5/2022 12:00:00 AM,Mon,Weekday,No,Bus,311298
12/4/2022 12:00:00 AM,Sun,Sunday,No,Rail,124391
12/4/2022 12:00:00 AM,Sun,Sunday,No,Bus,163597
12/3/2022 12:00:00 AM,Sat,Saturday,No,Rail,175386
12/3/2022 12:00:00 AM,Sat,Saturday,No,Bus,191875
12/2/2022 12:00:00 AM,Fri,Weekday,No,Rail,258264
12/2/2022 12:00:00 AM,Fri,Weekday,No,Bus,309933
12/1/2022 12:00:00 AM,Thu,Weekday,No,Rail,284832
12/1/2022 12:00:00 AM,Thu,Weekday,No,Bus,320200
11/30/2022 12:00:00 AM,Wed,Weekday,No,Rail,275447
11/30/2022 12:00:00 AM,Wed,Weekday,No,Bus,305428
11/29/2022 12:00:00 AM,Tue,Weekday,No,Rail,278336
11/29/2022 12:00:00 AM,Tue,Weekday,No,Bus,329106
11/28/2022 12:00:00 AM,Mon,Weekday,No,Rail,229266
11/28/2022 12:00:00 AM,Mon,Weekday,No,Bus,313274
11/27/2022 12:00:00 AM,Sun,Sunday,No,Rail,93914
11/27/2022 12:00:00 AM,Sun,Sunday,No,Bus,134011
11/26/2022 12:00:00 AM,Sat,Saturday,No,Rail,144074
11/26/2022 12:00:00 AM,Sat,Saturday,No,Bus,176625
11/25/2022 12:00:00 AM,Fri,Weekday,No,Rail,156089
11/25/2022 12:00:00 AM,Fri,Weekday,No,Bus,203821
11/24/2022 12:00:00 AM,Thu,Weekday,Yes,Rail,66572
11/24/2022 12:00:00 AM,Thu,Weekday,Yes,Bus,112351
11/23/2022 12:00:00 AM,Wed,Weekday,No,Rail,208584
11/23/2022 12:00:00 AM,Wed,Weekday,No,Bus,261643
11/22/2022 12:00:00 AM,Tue,Weekday,No,Rail,248805
11/22/2022 12:00:00 AM,Tue,Weekday,No,Bus,312184
11/21/2022 12:00:00 AM,Mon,Weekday,No,Rail,231339
11/21/2022 12:00:00 AM,Mon,Weekday,No,Bus,308265
11/20/2022 12:00:00 AM,Sun,Sunday,No,Rail,113794
11/20/2022 12:00:00 AM,Sun,Sunday,No,Bus,147763
11/19/2022 12:00:00 AM,Sat,Saturday,No,Rail,176235
11/19/2022 12:00:00 AM,Sat,Saturday,No,Bus,190980
11/18/2022 12:00:00 AM,Fri,Weekday,No,Rail,258548
11/18/2022 12:00:00 AM,Fri,Weekday,No,Bus,317132
11/17/2022 12:00:00 AM,Thu,Weekday,No,Rail,293954
11/17/2022 12:00:00 AM,Thu,Weekday,No,Bus,331499
11/16/2022 12:00:00 AM,Wed,Weekday,No,Rail,305661
11/16/2022 12:00:00 AM,Wed,Weekday,No,Bus,340627
11/15/2022 12:00:00 AM,Tue,Weekday,No,Rail,287161
11/15/2022 12:00:00 AM,Tue,Weekday,No,Bus,313392
11/14/2022 12:00:00 AM,Mon,Weekday,No,Rail,239132
11/14/2022 12:00:00 AM,Mon,Weekday,No,Bus,331682
11/13/2022 12:00:00 AM,Sun,Sunday,No,Rail,121133
11/13/2022 12:00:00 AM,Sun,Sunday,No,Bus,153593
11/12/2022 12:00:00 AM,Sat,Saturday,No,Rail,184973
11/12/2022 12:00:00 AM,Sat,Saturday,No,Bus,211603
11/11/2022 12:00:00 AM,Fri,Weekday,Yes,Rail,185490
11/11/2022 12:00:00 AM,Fri,Weekday,Yes,Bus,219767
11/10/2022 12:00:00 AM,Thu,Weekday,No,Rail,298085
11/10/2022 12:00:00 AM,Thu,Weekday,No,Bus,340235
11/9/2022 12:00:00 AM,Wed,Weekday,No,Rail,303184
11/9/2022 12:00:00 AM,Wed,Weekday,No,Bus,337844
11/8/2022 12:00:00 AM,Tue,Weekday,No,Rail,279382
11/8/2022 12:00:00 AM,Tue,Weekday,No,Bus,319248
11/7/2022 12:00:00 AM,Mon,Weekday,No,Rail,253327
11/7/2022 12:00:00 AM,Mon,Weekday,No,Bus,317823
11/6/2022 12:00:00 AM,Sun,Sunday,No,Rail,128679
11/6/2022 12:00:00 AM,Sun,Sunday,No,Bus,164959
11/5/2022 12:00:00 AM,Sat,Saturday,No,Rail,191849
11/5/2022 12:00:00 AM,Sat,Saturday,No,Bus,214886
11/4/2022 12:00:00 AM,Fri,Weekday,No,Rail,255475
11/4/2022 12:00:00 AM,Fri,Weekday,No,Bus,342607
11/3/2022 12:00:00 AM,Thu,Weekday,No,Rail,282840
11/3/2022 12:00:00 AM,Thu,Weekday,No,Bus,355310
11/2/2022 12:00:00 AM,Wed,Weekday,No,Rail,287880
11/2/2022 12:00:00 AM,Wed,Weekday,No,Bus,356090
11/1/2022 12:00:00 AM,Tue,Weekday,No,Rail,283185
11/1/2022 12:00:00 AM,Tue,Weekday,No,Bus,352898
10/31/2022 12:00:00 AM,Mon,Weekday,No,Rail,227064
10/31/2022 12:00:00 AM,Mon,Weekday,No,Bus,333326
10/30/2022 12:00:00 AM,Sun,Sunday,No,Rail,167995
10/30/2022 12:00:00 AM,Sun,Sunday,No,Bus,164493
10/29/2022 12:00:00 AM,Sat,Saturday,No,Rail,193221
10/29/2022 12:00:00 AM,Sat,Saturday,No,Bus,215736
10/28/2022 12:00:00 AM,Fri,Weekday,No,Rail,260795
10/28/2022 12:00:00 AM,Fri,Weekday,No,Bus,340376
10/27/2022 12:00:00 AM,Thu,Weekday,No,Rail,287214
10/27/2022 12:00:00 AM,Thu,Weekday,No,Bus,353121
10/26/2022 12:00:00 AM,Wed,Weekday,No,Rail,288205
10/26/2022 12:00:00 AM,Wed,Weekday,No,Bus,350475
10/25/2022 12:00:00 AM,Tue,Weekday,No,Rail,287082
10/25/2022 12:00:00 AM,Tue,Weekday,No,Bus,346184
10/24/2022 12:00:00 AM,Mon,Weekday,No,Rail,236651
10/24/2022 12:00:00 AM,Mon,Weekday,No,Bus,331670
10/23/2022 12:00:00 AM,Sun,Sunday,No,Rail,132727
10/23/2022 12:00:00 AM,Sun,Sunday,No,Bus,164627
10/22/2022 12:00:00 AM,Sat,Saturday,No,Rail,200449
10/22/2022 12:00:00 AM,Sat,Saturday,No,Bus,211089
10/21/2022 12:00:00 AM,Fri,Weekday,No,Rail,264818
10/21/2022 12:00:00 AM,Fri,Weekday,No,Bus,311051
10/20/2022 12:00:00 AM,Thu,Weekday,No,Rail,283446
10/20/2022 12:00:00 AM,Thu,Weekday,No,Bus,333663
10/19/2022 12:00:00 AM,Wed,Weekday,No,Rail,290897
10/19/2022 12:00:00 AM,Wed,Weekday,No,Bus,340577
10/18/2022 12:00:00 AM,Tue,Weekday,No,Rail,289988
10/18/2022 12:00:00 AM,Tue,Weekday,No,Bus,340890
10/17/2022 12:00:00 AM,Mon,Weekday,No,Rail,242744
10/17/2022 12:00:00 AM,Mon,Weekday,No,Bus,330328
10/16/2022 12:00:00 AM,Sun,Sunday,No,Rail,125078
10/16/2022 12:00:00 AM,Sun,Sunday,No,Bus,168194
10/15/2022 12:00:00 AM,Sat,Saturday,No,Rail,188412
10/15/2022 12:00:00 AM,Sat,Saturday,No,Bus,214415
10/14/2022 12:00:00 AM,Fri,Weekday,No,Rail,261553
10/14/2022 12:00:00 AM,Fri,Weekday,No,Bus,337321
10/13/2022 12:00:00 AM,Thu,Weekday,No,Rail,269686
10/13/2022 12:00:00 AM,Thu,Weekday,No,Bus,312332
10/12/2022 12:00:00 AM,Wed,Weekday,No,Rail,312191
10/12/2022 12:00:00 AM,Wed,Weekday,No,Bus,348708
10/11/2022 12:00:00 AM,Tue,Weekday,No,Rail,290998
10/11/2022 12:00:00 AM,Tue,Weekday,No,Bus,345688
10/10/2022 12:00:00 AM,Mon,Weekday,Yes,Rail,183305
10/10/2022 12:00:00 AM,Mon,Weekday,Yes,Bus,233214
10/9/2022 12:00:00 AM,Sun,Sunday,No,Rail,158796
10/9/2022 12:00:00 AM,Sun,Sunday,No,Bus,168182
10/8/2022 12:00:00 AM,Sat,Saturday,No,Rail,201093
10/8/2022 12:00:00 AM,Sat,Saturday,No,Bus,204375
10/7/2022 12:00:00 AM,Fri,Weekday,No,Rail,247807
10/7/2022 12:00:00 AM,Fri,Weekday,No,Bus,314398
10/6/2022 12:00:00 AM,Thu,Weekday,No,Rail,278864
10/6/2022 12:00:00 AM,Thu,Weekday,No,Bus,330163
10/5/2022 12:00:00 AM,Wed,Weekday,No,Rail,272723
10/5/2022 12:00:00 AM,Wed,Weekday,No,Bus,326461
10/4/2022 12:00:00 AM,Tue,Weekday,No,Rail,268474
10/4/2022 12:00:00 AM,Tue,Weekday,No,Bus,323976
10/3/2022 12:00:00 AM,Mon,Weekday,No,Rail,223067
10/3/2022 12:00:00 AM,Mon,Weekday,No,Bus,319426
10/2/2022 12:00:00 AM,Sun,Sunday,No,Rail,98389
10/2/2022 12:00:00 AM,Sun,Sunday,No,Bus,142549
10/1/2022 12:00:00 AM,Sat,Saturday,No,Rail,147586
10/1/2022 12:00:00 AM,Sat,Saturday,No,Bus,177176
9/30/2022 12:00:00 AM,Fri,Weekday,No,Rail,240862
9/30/2022 12:00:00 AM,Fri,Weekday,No,Bus,323465
9/29/2022 12:00:00 AM,Thu,Weekday,No,Rail,274167
9/29/2022 12:00:00 AM,Thu,Weekday,No,Bus,348559
9/28/2022 12:00:00 AM,Wed,Weekday,No,Rail,288391
9/28/2022 12:00:00 AM,Wed,Weekday,No,Bus,350547
9/27/2022 12:00:00 AM,Tue,Weekday,No,Rail,291584
9/27/2022 12:00:00 AM,Tue,Weekday,No,Bus,348588
9/26/2022 12:00:00 AM,Mon,Weekday,No,Rail,234866
9/26/2022 12:00:00 AM,Mon,Weekday,No,Bus,330472
9/25/2022 12:00:00 AM,Sun,Sunday,No,Rail,120418
9/25/2022 12:00:00 AM,Sun,Sunday,No,Bus,158464
9/24/2022 12:00:00 AM,Sat,Saturday,No,Rail,185198
9/24/2022 12:00:00 AM,Sat,Saturday,No,Bus,209965
9/23/2022 12:00:00 AM,Fri,Weekday,No,Rail,242242
9/23/2022 12:00:00 AM,Fri,Weekday,No,Bus,336319
9/22/2022 12:00:00 AM,Thu,Weekday,No,Rail,265535
9/22/2022 12:00:00 AM,Thu,Weekday,No,Bus,333164
9/21/2022 12:00:00 AM,Wed,Weekday,No,Rail,279229
9/21/2022 12:00:00 AM,Wed,Weekday,No,Bus,345860
9/20/2022 12:00:00 AM,Tue,Weekday,No,Rail,276325
9/20/2022 12:00:00 AM,Tue,Weekday,No,Bus,346167
9/19/2022 12:00:00 AM,Mon,Weekday,No,Rail,229850
9/19/2022 12:00:00 AM,Mon,Weekday,No,Bus,333066
9/18/2022 12:00:00 AM,Sun,Sunday,No,Rail,131456
9/18/2022 12:00:00 AM,Sun,Sunday,No,Bus,165789
9/17/2022 12:00:00 AM,Sat,Saturday,No,Rail,177228
9/17/2022 12:00:00 AM,Sat,Saturday,No,Bus,208215
9/16/2022 12:00:00 AM,Fri,Weekday,No,Rail,248114
9/16/2022 12:00:00 AM,Fri,Weekday,No,Bus,336787
9/15/2022 12:00:00 AM,Thu,Weekday,No,Rail,273764
9/15/2022 12:00:00 AM,Thu,Weekday,No,Bus,341029
9/14/2022 12:00:00 AM,Wed,Weekday,No,Rail,292616
9/14/2022 12:00:00 AM,Wed,Weekday,No,Bus,350528
9/13/2022 12:00:00 AM,Tue,Weekday,No,Rail,283569
9/13/2022 12:00:00 AM,Tue,Weekday,No,Bus,352974
9/12/2022 12:00:00 AM,Mon,Weekday,No,Rail,227582
9/12/2022 12:00:00 AM,Mon,Weekday,No,Bus,327349
9/11/2022 12:00:00 AM,Sun,Sunday,No,Rail,98943
9/11/2022 12:00:00 AM,Sun,Sunday,No,Bus,152190
9/10/2022 12:00:00 AM,Sat,Saturday,No,Rail,152983
9/10/2022 12:00:00 AM,Sat,Saturday,No,Bus,212310
9/9/2022 12:00:00 AM,Fri,Weekday,No,Rail,243772
9/9/2022 12:00:00 AM,Fri,Weekday,No,Bus,335572
9/8/2022 12:00:00 AM,Thu,Weekday,No,Rail,291852
9/8/2022 12:00:00 AM,Thu,Weekday,No,Bus,347719
9/7/2022 12:00:00 AM,Wed,Weekday,No,Rail,270117
9/7/2022 12:00:00 AM,Wed,Weekday,No,Bus,339529
9/6/2022 12:00:00 AM,Tue,Weekday,No,Rail,254685
9/6/2022 12:00:00 AM,Tue,Weekday,No,Bus,332316
9/5/2022 12:00:00 AM,Mon,Weekday,Yes,Rail,106775
9/5/2022 12:00:00 AM,Mon,Weekday,Yes,Bus,168061
9/4/2022 12:00:00 AM,Sun,Sunday,No,Rail,139975
9/4/2022 12:00:00 AM,Sun,Sunday,No,Bus,174704
9/3/2022 12:00:00 AM,Sat,Saturday,No,Rail,175401
9/3/2022 12:00:00 AM,Sat,Saturday,No,Bus,217191
9/2/2022 12:00:00 AM,Fri,Weekday,No,Rail,221439
9/2/2022 12:00:00 AM,Fri,Weekday,No,Bus,339518
9/1/2022 12:00:00 AM,Thu,Weekday,No,Rail,253528
9/1/2022 12:00:00 AM,Thu,Weekday,No,Bus,345695
8/31/2022 12:00:00 AM,Wed,Weekday,No,Rail,265126
8/31/2022 12:00:00 AM,Wed,Weekday,No,Bus,342085
8/30/2022 12:00:00 AM,Tue,Weekday,No,Rail,256605
8/30/2022 12:00:00 AM,Tue,Weekday,No,Bus,330269
8/29/2022 12:00:00 AM,Mon,Weekday,No,Rail,220757
8/29/2022 12:00:00 AM,Mon,Weekday,No,Bus,321786
8/28/2022 12:00:00 AM,Sun,Sunday,No,Rail,119819
8/28/2022 12:00:00 AM,Sun,Sunday,No,Bus,172324
8/27/2022 12:00:00 AM,Sat,Saturday,No,Rail,156134
8/27/2022 12:00:00 AM,Sat,Saturday,No,Bus,212101
8/26/2022 12:00:00 AM,Fri,Weekday,No,Rail,234682
8/26/2022 12:00:00 AM,Fri,Weekday,No,Bus,301577
8/25/2022 12:00:00 AM,Thu,Weekday,No,Rail,245252
8/25/2022 12:00:00 AM,Thu,Weekday,No,Bus,300034
8/24/2022 12:00:00 AM,Wed,Weekday,No,Rail,248791
8/24/2022 12:00:00 AM,Wed,Weekday,No,Bus,302680
8/23/2022 12:00:00 AM,Tue,Weekday,No,Rail,258344
8/23/2022 12:00:00 AM,Tue,Weekday,No,Bus,309999
8/22/2022 12:00:00 AM,Mon,Weekday,No,Rail,205224
8/22/2022 12:00:00 AM,Mon,Weekday,No,Bus,287778
8/21/2022 12:00:00 AM,Sun,Sunday,No,Rail,100184
8/21/2022 12:00:00 AM,Sun,Sunday,No,Bus,158473
8/20/2022 12:00:00 AM,Sat,Saturday,No,Rail,149404
8/20/2022 12:00:00 AM,Sat,Saturday,No,Bus,212190
8/19/2022 12:00:00 AM,Fri,Weekday,No,Rail,219027
8/19/2022 12:00:00 AM,Fri,Weekday,No,Bus,296030
8/18/2022 12:00:00 AM,Thu,Weekday,No,Rail,240140
8/18/2022 12:00:00 AM,Thu,Weekday,No,Bus,298223
8/17/2022 12:00:00 AM,Wed,Weekday,No,Rail,253213
8/17/2022 12:00:00 AM,Wed,Weekday,No,Bus,297820
8/16/2022 12:00:00 AM,Tue,Weekday,No,Rail,256607
8/16/2022 12:00:00 AM,Tue,Weekday,No,Bus,302131
8/15/2022 12:00:00 AM,Mon,Weekday,No,Rail,213693
8/15/2022 12:00:00 AM,Mon,Weekday,No,Bus,277857
8/14/2022 12:00:00 AM,Sun,Sunday,No,Rail,115682
8/14/2022 12:00:00 AM,Sun,Sunday,No,Bus,160568
8/13/2022 12:00:00 AM,Sat,Saturday,No,Rail,166984
8/13/2022 12:00:00 AM,Sat,Saturday,No,Bus,203273
8/12/2022 12:00:00 AM,Fri,Weekday,No,Rail,238288
8/12/2022 12:00:00 AM,Fri,Weekday,No,Bus,293730
8/11/2022 12:00:00 AM,Thu,Weekday,No,Rail,242577
8/11/2022 12:00:00 AM,Thu,Weekday,No,Bus,296868
8/10/2022 12:00:00 AM,Wed,Weekday,No,Rail,236979
8/10/2022 12:00:00 AM,Wed,Weekday,No,Bus,274235
8/9/2022 12:00:00 AM,Tue,Weekday,No,Rail,242363
8/9/2022 12:00:00 AM,Tue,Weekday,No,Bus,290785
8/8/2022 12:00:00 AM,Mon,Weekday,No,Rail,219971
8/8/2022 12:00:00 AM,Mon,Weekday,No,Bus,274772
8/7/2022 12:00:00 AM,Sun,Sunday,No,Rail,110853
8/7/2022 12:00:00 AM,Sun,Sunday,No,Bus,164937
8/6/2022 12:00:00 AM,Sat,Saturday,No,Rail,154848
8/6/2022 12:00:00 AM,Sat,Saturday,No,Bus,206197
8/5/2022 12:00:00 AM,Fri,Weekday,No,Rail,212057
8/5/2022 12:00:00 AM,Fri,Weekday,No,Bus,274946
8/4/2022 12:00:00 AM,Thu,Weekday,No,Rail,249668
8/4/2022 12:00:00 AM,Thu,Weekday,No,Bus,284393
8/3/2022 12:00:00 AM,Wed,Weekday,No,Rail,268943
8/3/2022 12:00:00 AM,Wed,Weekday,No,Bus,308121
